"CODIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECION";"CP";"POBLACION";"PROVINCIA";"PAIS";"CERCANIAS";"FEVE";"COMUN"
"70503";"BUBIERCA";"41.3171900";"-1.8551980";"Ctra. N - Ii --- Estación Ferrocarril, S/N";"50239";"BUBIERCA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70504";"ATECA";"41.3246590";"-1.7852680";"Av. San Blas, S/N";"50200";"ATECA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70505";"TERRER";"41.3222180";"-1.7092540";"C/ Estación Ferrocarril, S/N";"50293";"TERRER";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70600";"CALATAYUD";"41.3466920";"-1.6386800";"Pl. Estación Ferrocarril, S/N";"50300";"CALATAYUD";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70601";"EMBID DE LA RIBERA (APD)";"41.4199020";"-1.5940860";"";"";"CALATAYUD";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70602";"EMBID DE JALÓN";"41.4216760";"-1.5921270";"Ctra. Cv - 901 --- Estación Ferrocarril, S/N";"50336";"CALATAYUD";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70603";"PARACUELLOS-SABIÑÁN";"41.4293100";"-1.5674830";"Ctra. Cv-901 - Estación Ferrocarril, S/N";"50299";"PARACUELLOS DE LA RIBERA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70604";"SABIÑÁN";"41.4439810";"-1.5714740";"Ctra. Cv-901 - Estación Ferrocarril, S/N";"50299";"SABIÑÁN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70605";"MORÉS";"41.4786670";"-1.5662380";"Paseo Estación Ferrocarril, S/N";"50240";"MORÉS";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70606";"PURROY";"41.4772360";"-1.5404460";"Ctra. Zp-1129 - Estación Ferrocarril, S/N";"50247";"MORÉS";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70607";"MORATA DE JALÓN";"41.4754670";"-1.4797210";"C/ Estación Ferrocarril, S/N";"50260";"MORATA DE JALÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70700";"RICLA-LA ALMUNIA";"41.5013940";"-1.4034500";"Avda. Goya, S/N";"50270";"RICLA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70701";"CALATORAO";"41.5286920";"-1.3605450";"Av. Doctor Carnicero, S/N ";"50280";"CALATORAO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70702";"SALILLAS DE JALÓN";"41.5679400";"-1.3258480";"Av. Estación Ferrocarril, S/N";"50294";"SALILLAS DE JALÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70703";"ÉPILA";"41.6093300";"-1.3010430";"C/ Camino Estación Ferrocarril, S/N";"50290";"ÉPILA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70704";"RUEDA DE JALÓN-LUMPIAQUE";"41.6388920";"-1.2816670";"Ctra. A-2304 - Estación Ferrocarril, S/N";"50295";"RUEDA DE JALÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70705";"PLASENCIA DE JALÓN";"41.6893500";"-1.2342370";"Avda. Estación Ferrocarril - Barrio de la Venta, 6";"50296";"PLASENCIA DE JALÓN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70706";"GRISÉN";"41.7452610";"-1.1659240";"Av. Estación Ferrocarril, S/N";"50297";"GRISÉN";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70707";"PINSEQUE (APD-CGD)";"41.7432880";"-1.0911680";"";"";"PINSEQUE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70715";"Intercambiador de Plasencia de Jalón";"41.6854330";"-1.2379980";"";"";"BARDALLUR";"";"";"NO";"NO";""
"70800";"CASETAS";"41.7226479";"-1.0201916";"Av. Constitucion, S/N";"50620";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"SI";"NO";""
"70801";"UTEBO";"41.7108644";"-0.9985828";"C/. Estación Ferrocarril S/N";"50180";"UTEBO";"ZARAGOZA";"ESPAÑA";"SI";"NO";""
"70802";"UTEBO-MONZALBARBA";"41.7003010";"-0.9811930";"";"";"UTEBO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"70806";"ZARAGOZA-PORTILLO";"41.6527361";"-0.8958759";"C/. Manuel Escoriaza y Fabro S/N";"50010";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"SI";"NO";"ZARAG"
"70807";"ZARAGOZA-GOYA";"41.6438779";"-0.8912574";"Av. de Goya 51";"50006";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"SI";"NO";"ZARAG"
"70900";"LA ALMOZARA";"";"";"";"";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71000";"ZARAGOZA DELICIAS";"";"";"";"";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71100";"ZARAGOZA-MIRAFLORES";"41.6334311";"-0.8681653";"Camino del Junco 160";"50013";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"SI";"NO";"ZARAG"
"71101";"LA CARTUJA";"41.6015650";"-0.8232370";"";"";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71102";"EL BURGO DE EBRO";"41.5665270";"-0.7398390";"";"";"BURGO DE EBRO (EL)";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71103";"FUENTES DE EBRO";"41.5150650";"-0.6186250";"Av. Lorenzo Pardo, S/N";"50740";"FUENTES DE EBRO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71104";"PINA DE EBRO";"41.4800970";"-0.5572770";"";"";"PINA DE EBRO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71105";"QUINTO";"41.4195280";"-0.4906730";"C/ Camino de la Estación, S/N";"50770";"QUINTO";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71106";"GELSA (APD)";"";"";"";"";"GELSA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71108";"LA ZAIDA-SÁSTAGO";"41.3205420";"-0.4271150";"Av. Zaragoza, S/N";"50784";"ZAIDA (LA)";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71109";"AZAILA";"41.2761780";"-0.4858230";"";"";"AZAILA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71200";"LA PUEBLA DE HÍJAR";"41.2244000";"-0.4385950";"Pla. del Reino de Aragon, 1";"44510";"PUEBLA DE HÍJAR (LA)";"TERUEL";"ESPAÑA";"NO";"NO";""
"71201";"SAMPER";"41.1821830";"-0.3687610";"Ctra. Estación Ferrocarril, S/N";"44520";"SAMPER DE CALANDA";"TERUEL";"ESPAÑA";"NO";"NO";""
"71202";"ESCATRÓN";"41.2126740";"-0.2899790";"";"";"CASTELNOU";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71203";"CHIPRANA";"41.2315810";"-0.1544950";"";"";"CHIPRANA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71204";"CASPE";"41.2397380";"-0.0427010";"Pl. Obispo Cubeles, 15";"50700";"CASPE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71205";"VAL DE PILAS";"41.2300560";"0.07014500";"Camino de la Fresa - Estación Ferrocarril, S/N";"50709";"CASPE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71206";"FABARA";"41.2344050";"0.14328400";"Ctra. A - 144 --- Estación de Ferrocarril, S/N";"50793";"FABARA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71207";"NONASPE";"41.2137880";"0.24247200";"Ctra. A-2411 - Estación Ferrocarril, S/N";"50794";"NONASPE";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"71208";"FAIÓ-LA POBLA DE MASSALUCA";"41.2250555";"0.35110259";"Ctra. Tv - 7231 --- Estació de Ferrocarril, S/N";"43783";"POBLA DE MASSALUCA (LA)";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"71209";"RIBA-ROJA D'EBRE";"41.2485594";"0.48103178";"Ctra. Tv-7411 - Estació Ferrocarril, S/N";"43790";"RIBA-ROJA D'EBRE";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71210";"FLIX";"41.2293651";"0.54010012";"Pl. Sant Jaume, S/N";"43750";"FLIX";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71211";"ASCÓ";"41.1823727";"0.56902524";"Pla. de la Estacio, S/N";"43791";"ASCÓ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71212";"GARCIA (APD)";"";"";"";"";"GARCIA";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"71300";"MÓRA LA NOVA";"41.1065823";"0.65321819";"Camí L'Estació Ferrocarril, S/N";"43770";"MÓRA LA NOVA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71301";"ELS GUIAMETS";"41.0959717";"0.74772492";"Ctra. Tv - 3031 --- Estació Ferrocarril, S/N";"43777";"GUIAMETS (ELS)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71302";"CAPÇANES";"41.1020902";"0.78036099";"Ctra. Tv-3002 --- C/ de Llaberia - Estación Ferrocarril, S/N";"43776";"CAPÇANES";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71303";"MARÇÀ-FALSET";"41.1309421";"0.81041774";"Ctra. T - 300 --- Estació Ferrocarril, S/N";"43775";"MARÇÀ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71304";"PRADELL";"41.1333595";"0.85865032";"Ctra. Tv-3223 - Estació Ferrocarril, S/N";"43774";"PRADELL DE LA TEIXETA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71305";"DUESAIGÜES-L'ARGENTERA";"41.1436928";"0.92087096";"Ctra. T - 343 --- Estación Ferrocarril, S/N";"43773";"ARGENTERA (L')";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71306";"RIUDECANYES-BOTARELL";"41.1400577";"0.97574775";"Ctra. T-3131 - Estació Ferrocarril, S/N";"43771";"RIUDECANYES";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71307";"LES BORGES DEL CAMP";"41.1665064";"1.02213230";"C/ Estació Ferrocarril, S/N";"43350";"BORGES DEL CAMP (LES)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71400";"REUS";"41.1605229";"1.10008978";"Pl. de L'Estació Ferrocarril, S/N";"43203";"REUS";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71401";"VILA-SECA";"41.1128193";"1.15037877";"C/ de Galcerán de Pinós, S/N";"43480";"VILA-SECA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71402";"LA CANONJA (APD)";"";"";"";"";"CANONJA (LA)";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"71500";"TARRAGONA";"41.1115636";"1.25322776";"Passeig de Espanya, S/N";"43004";"TARRAGONA";"TARRAGONA";"ESPAÑA";"SI";"NO";"TARRA"
"71502";"ALTAFULLA-TAMARIT";"41.1366479";"1.37341488";"Ctra. Tv - 2023 - C/ de la Fassina - Estación Ferrocarril, S/N";"43008";"TARRAGONA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71503";"TORREDEMBARRA";"41.1427923";"1.40578377";"Passeig de Miramar, 118";"43830";"TORREDEMBARRA";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71600";"SANT VICENÇ DE CALDERS";"41.1862102";"1.52480358";"C/ de L'Estació";"43880";"VENDRELL (EL)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71601";"CALAFELL";"41.1896703";"1.57500937";"C/ Estacio, S/N";"43820";"CALAFELL";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71602";"SEGUR DE CALAFELL";"41.1925787";"1.60643599";"Baixador, S/N";"43882";"CALAFELL";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71603";"CUNIT";"41.1950415";"1.63194242";"C/ Estacio, S/N";"43881";"CUNIT";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"71604";"CUBELLES";"41.2043246";"1.67597720";"C/ Estacio, S/N";"08880";"CUBELLES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71700";"VILANOVA I LA GELTRÚ";"41.2203207";"1.73077249";"Pl. Eduard Maristany, S/N";"08800";"VILANOVA I LA GELTRÚ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71701";"SITGES";"41.2391315";"1.80969184";"Pl. Eduard Maristany S/N";"08870";"SITGES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71702";"VALLCARCA (APT)";"41.2406890";"1.86062200";"";"";"SITGES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71703";"GARRAF";"41.2545875";"1.90250383";"Pla. Estacio, S/N";"08871";"SITGES";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71704";"PLATJA DE CASTELLDEFELS";"41.2669823";"1.95713579";"Pg. Ferrocarril, S/N";"08860";"CASTELLDEFELS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71705";"CASTELLDEFELS";"41.2790474";"1.97915126";"Pl. Estacio, S/N.";"08860";"CASTELLDEFELS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71706";"GAVÀ";"41.3034722";"2.01053111";"C/ Salamanca, 1";"08850";"GAVÀ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71707";"EL PRAT DE LLOBREGAT";"41.3309401";"2.08934473";"Avd. Enric Prat de la Riba, S/N";"08820";"PRAT DE LLOBREGAT (EL)";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71708";"BELLVITGE-GORNAL";"41.3549216";"2.11527330";"Avinguda. Vilanova, S/N";"08901";"HOSPITALET DE LLOBREGAT (L')";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71709";"VILADECANS";"41.3095086";"2.02741857";"Final Carrer Ferrocarril, S/N";"08840";"SANT BOI DE LLUÇANÈS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71801";"BARCELONA-SANTS";"41.3798632";"2.14101688";"Pl. Dels Països Catalans, 1 - 7";"08014";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"71802";"BARCELONA-PASSEIG DE GRÀCIA";"41.3920862";"2.16533862";"Passeig de Gracia --- Esquina C/ D' Arago, S/N";"08007";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"71901";"BARCELONA-CASA";"41.3437590";"2.12738900";"";"";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71902";"BARCELONA-MORRO";"41.3640030";"2.17153300";"";"";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71903";"BARCELONA-MORRO";"";"";"";"";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71905";"BARCELONA-MORRO";"";"";"";"";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"71906";"BARCELONA-CA.A.";"";"";"";"";"BARCELONA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72001";"EL MORELL  (APD)";"41.1896640";"1.21284400";"";"";"MORELL (EL)";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"72002";"LA SECUITA-PERAFORT";"41.1931390";"1.26302100";"";"";"SECUITA (LA)";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"72003";"EL CATLLAR (APD)";"41.1773140";"1.33679000";"";"";"CATLLAR (EL)";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"72004";"LA RIERA DE GAIA(APD)";"41.1718130";"1.35799900";"";"";"RIERA DE GAIÀ (LA)";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"72005";"LA POBLA DE MONTORNES (APD)";"41.1808870";"1.41446900";"";"";"POBLA DE MONTORNÈS (LA)";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"72006";"CONSTANTI";"41.1752370";"1.18700400";"";"";"CONSTANTÍ";"TARRAGONA";"ESPAÑA";"NO";"NO";""
"72100";"RODA DE BARÀ";"41.1839144";"1.44017086";"Ctra. Tv-2401 - Estació de Ferrocarril, S/N";"43883";"RODA DE BARÀ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"72101";"RODA DE MAR";"41.1864204";"1.45520767";"C/ Les Flores, S/N";"43883";"RODA DE BARÀ";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"72201";"EL VENDRELL";"41.2210057";"1.53790552";"C/ Jaume Carner, S/N";"43700";"VENDRELL (EL)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"72202";"L'ARBOÇ";"41.2734041";"1.60051857";"C/ Estació Ferrocarril, S/N";"43702";"ARBOÇ (L')";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"72203";"ELS MONJOS";"41.3147135";"1.65988402";"Carrer Llano Pla de la Estacio S/N, Santa Margarida I Els Monjos (Barcelona)";"08730";"SANTA MARGARIDA I ELS MONJOS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72204";"VILAFRANCA DEL PENEDÈS";"41.3448139";"1.70320131";"Pl. de L'Estació, 4";"08720";"VILAFRANCA DEL PENEDÈS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72205";"LA GRANADA";"41.3709497";"1.72507893";"C/ de L´estacio, S/N";"08792";"GRANADA (LA)";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72206";"LAVERN-SUBIRATS";"41.3957338";"1.76817358";"C/ de L' Estacio, S/N";"08739";"SUBIRATS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72207";"SANT SADURNÍ D'ANOIA";"41.4205181";"1.79468769";"C/ Joan Sala Tubella / Estació";"08770";"SANT SADURNÍ D'ANOIA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72208";"GELIDA";"41.4485405";"1.86552988";"Estacio Ferrocarril S/N, Gelida (Barcelona)";"08790";"GELIDA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72209";"MARTORELL-CENTRAL";"41.4792866";"1.92533467";"Comerç, 2";"08760";"MARTORELL";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72210";"CASTELLBISBAL";"41.4734152";"1.96756971";"C/ Estacio Ferrocarril, S/N";"08755";"CASTELLBISBAL";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72211";"EL PAPIOL";"41.4353713";"2.00257792";"Ctra. Caldes --- Estacio Renfe, S/N";"08754";"PAPIOL (EL)";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72300";"MOLINS DE REI";"41.4098958";"2.02077275";"Pl. de L'Estacio, 1";"08750";"MOLINS DE REI";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72301";"SANT FELIU DE LLOBREGAT";"41.3830018";"2.04791970";"Estació, S/N";"08980";"SANT FELIU DE LLOBREGAT";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72302";"SANT JOAN DESPÍ";"41.3685805";"2.06020835";"L'Estacio, S/N";"08970";"SANT JOAN DESPÍ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72303";"CORNELLÀ";"41.3575214";"2.07054907";"Pla. Estacio, S/N.";"08940";"CORNELLÀ DE LLOBREGAT";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72304";"SANT ILDEFONS DE CORNELLA (APD)";"41.3595160";"2.08529500";"";"";"CORNELLÀ DE LLOBREGAT";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72305";"L'HOSPITALET DE LLOBREGAT";"41.3642038";"2.10091749";"Avg.  Josep Tarradellas, 192";"08901";"HOSPITALET DE LLOBREGAT (L')";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72400";"EL PRAT AEROPORT";"41.3041813";"2.07340133";"Zona Aeroport, S/N";"08820";"PRAT DE LLOBREGAT (EL)";"BARCELONA";"ESPAÑA";"SI";"NO";"BARCE"
"72501";"RUBÍ CAN VALLHONRAT";"41.4751763";"2.03707926";"Av. de L'Electricitat, S/N";"08191";"RUBÍ";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72502";"SANT CUGAT COLL FAVÀ";"41.4810907";"2.07967922";"Ronda del Nord, S/N (Coll Favà)";"08190";"SANT CUGAT DEL VALLÈS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72503";"CERDANYOLA UNIVERSITAT";"41.4969904";"2.11537770";"Ctra. Universitat Autònoma,s/n";"08290";"CERDANYOLA DEL VALLÈS";"BARCELONA";"ESPAÑA";"SI";"NO";""
"72508";"SANTA PERPÈTUA DE MOGODA-RIERA DE CALDES";"41.5262297";"2.18633867";"Carrer Cami de la Granja S/N";"     ";"SANTA PERPÈTUA DE MOGODA";"BARCELONA";"ESPAÑA";"SI";"NO";""
"73001";"PUIGVERD DE LLEIDA-ARTESA";"41.5537015";"0.73342706";"Ctra. Lv-7022 - Estació Ferrocarril, 6";"25153";"PUIGVERD DE LLEIDA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73002";"JUNEDA";"41.5439328";"0.82554185";"C/ de Prat de la Riba, S/N";"25430";"JUNEDA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73003";"LES BORGES BLANQUES";"41.5213973";"0.87791022";"Camí del Carro, S/N";"25400";"BORGES BLANQUES (LES)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73004";"LA FLORESTA";"41.5048872";"0.9217547 ";"Ctra. Lv - 2012 --- Estació Ferrocarril, S/N";"25413";"FLORESTA (LA)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73005";"VINAIXA";"41.4251410";"0.97037370";"Ctra. Albí, 34";"25440";"VINAIXA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"73006";"VIMBODÍ I POBLET";"41.4027277";"1.04603327";"C/ de Castellfollit";"43430";"VIMBODÍ I POBLET";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73007";"L'ESPLUGA DE FRANCOLÍ";"41.4006616";"1.10336094";"Camí de L'Estació Ferrorarril, S/N";"43440";"ESPLUGA DE FRANCOLÍ (L')";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73008";"MONTBLANC";"41.3766254";"1.16554869";"Av. de L'Estació, 1";"43400";"MONTBLANC";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73009";"VILAVERD";"41.3376633";"1.17653235";"C/ Major, S/N";"43490";"VILAVERD";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73010";"LA RIBA";"41.3184926";"1.18131260";"Ctra. Tv - 7044 --- Estación Ferrocarril, S/N";"43450";"RIBA (LA)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73100";"LA PLANA-PICAMOIXONS";"41.3061987";"1.19488293";"Ctra. T - 743 --- Km. 553 --- Estació Ferrocarril, S/N";"43491";"VALLS";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73101";"ALCOVER";"41.2616066";"1.17416002";"Passeig de la Estacio, S/N";"43460";"ALCOVER";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"73102";"LA SELVA DEL CAMP";"41.2111544";"1.14396003";"Passeig L'Estació Ferrocarril, S/N";"43470";"SELVA DEL CAMP (LA)";"TARRAGONA";"ESPAÑA";"SI";"NO";""
"74001";"GURREA DE GALLEGO (APD-CGD)";"";"";"";"";"GURREA DE GÁLLEGO";"HUESCA";"ESPAÑA";"NO";"NO";""
"74101";"VICIEN (APD)";"";"";"";"";"VICIÉN";"HUESCA";"ESPAÑA";"NO";"NO";""
"74200";"HUESCA";"42.1335940";"-0.4097450";"C/ José Gil Cavez, 10";"22005";"HUESCA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74202";"PLASENCIA DEL MONTE";"42.2049980";"-0.5592730";"Ctra. A-1207 - Estación Ferrocarril, S/N";"22810";"SOTONERA (LA)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74204";"AYERBE";"42.2756100";"-0.6825690";"Ctra. A - 1206 --- Avda. Laorre, S/N";"22800";"AYERBE";"HUESCA";"ESPAÑA";"NO";"NO";""
"74205";"RIGLOS-CONCILIO";"42.3165000";"-0.7274610";"C/ Lacos, S/N";"22808";"PEÑAS DE RIGLOS (LAS)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74206";"RIGLOS";"42.3447560";"-0.7315990";"C/ Estación Ferrocarril, S/N";"22808";"PEÑAS DE RIGLOS (LAS)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74207";"SANTA MARÍA Y LA PEÑA";"42.3803900";"-0.6956470";"C/ Estación Ferrocarril, S/N";"22820";"PEÑAS DE RIGLOS (LAS)";"HUESCA";"ESPAÑA";"NO";"NO";""
"74208";"ANZÁNIGO";"42.4032890";"-0.6433440";"C/ Estación Ferrocarril, S/N";"22830";"JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74209";"CALDEARENAS-AQUILUÉ";"42.3979730";"-0.4993090";"C/ Estación Ferrocarril, S/N";"22624";"CALDEARENAS";"HUESCA";"ESPAÑA";"NO";"NO";""
"74210";"ORNA DE GALLEGO (APD)";"42.4399240";"-0.4181950";"";"";"SABIÑÁNIGO";"HUESCA";"ESPAÑA";"NO";"NO";""
"74211";"SABIÑÁNIGO";"42.5204460";"-0.3730850";"C/ Serrablo, 2";"22600";"SABIÑÁNIGO";"HUESCA";"ESPAÑA";"NO";"NO";""
"74212";"NAVASA (APD)";"42.5418710";"-0.4651020";"";"";"JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74213";"JACA";"42.5783030";"-0.5392310";"C/ Estación Ferrocarril, S/N";"22700";"JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74214";"CASTIELLO-PUEBLO";"42.6281100";"-0.5462910";"Av. Francia, S/N ";"22710";"CASTIELLO DE JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74215";"CASTIELLO";"42.6281100";"-0.5450250";"";"";"CASTIELLO DE JACA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74216";"VILLANÚA";"42.6887450";"-0.5234600";"C/ Estación Ferrocarril, S/N";"22870";"VILLANÚA";"HUESCA";"ESPAÑA";"NO";"NO";""
"74217";"CANFRANC";"42.7514710";"-0.5146410";"Av. de Fernando El Catolico, 2";"22880";"CANFRANC";"HUESCA";"ESPAÑA";"NO";"NO";""
"75101";"ALCOLETGE";"41.6542670";"0.68570700";"";"";"ALCOLETGE";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75102";"VILANOVA DE LA BARCA";"41.6873810";"0.72789800";"";"";"VILANOVA DE LA BARCA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75103";"TÉRMENS";"41.7165250";"0.76304600";"";"";"TÉRMENS";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75104";"VALLFOGONA DE BALAGUER";"41.7557510";"0.80561200";"";"";"VALLFOGONA DE BALAGUER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75105";"BALAGUER";"41.7893330";"0.81475000";"";"";"BALAGUER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75106";"GERB";"41.8233290";"0.81202300";"";"";"OS DE BALAGUER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75107";"SANT LLORENÇ DE MONTGAI";"41.8664090";"0.83242400";"";"";"CAMARASA";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75108";"VILANOVA DE LA SAL";"41.9120660";"0.83030500";"";"";"AVELLANES I SANTA LINYA (LES)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75109";"SANTA LIÑA";"41.9317760";"0.85243300";"";"";"AVELLANES I SANTA LINYA (LES)";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75110";"AGER";"42.0067390";"0.85161700";"";"";"ÀGER";"LLEIDA";"ESPAÑA";"SI";"NO";""
"75111";"CELLERS-LLIMIANA";"42.0586990";"0.88286800";"";"";"CASTELL DE MUR";"LLEIDA";"ESPAÑA";"SI";"NO";""
